oa_code,one_person_household_aged_65_and_over,one_person_household_aged_under_65,one_family_only_all_aged_65_and_over,one_family_only_married_or_same_sex_civil_partnership_couple_no_children,one_family_only_married_or_same_sex_civil_partnership_couple_with_dependent_children,one_family_only_married_or_same_sex_civil_partnership_couple_all_children_non_dependent,one_family_only_cohabiting_couple_no_children,one_family_only_cohabiting_couple_with_dependent_children,one_family_only_cohabiting_couple_all_children_non_dependent,one_family_only_lone_parent_with_dependent_children,one_family_only_lone_parent_all_children_non_dependent,other_households_with_dependent_children,other_households_all_full_time_students,other_households_all_aged_65_and_over,other_households_other
S00118848,8,11,6,6,5,3,4,0,0,2,2,1,0,0,0
S00118849,9,5,2,5,2,5,0,5,0,6,3,3,0,0,1
S00118850,8,8,11,12,0,0,1,0,0,0,2,0,0,0,2
S00118851,13,22,2,6,4,1,3,0,1,5,1,0,0,1,2
S00118852,4,10,1,5,4,3,3,6,0,0,2,1,0,0,0
S00118853,5,21,6,3,1,0,0,0,0,6,1,3,0,0,0
S00118854,5,5,3,0,4,0,4,4,0,4,0,2,0,0,5
S00118855,9,9,3,5,4,3,5,3,1,3,3,0,0,0,1
S00118856,10,6,6,7,12,1,4,1,0,2,0,0,0,1,0
S00118857,0,8,2,7,9,2,1,5,0,9,4,3,0,0,0
S00118858,2,12,2,7,7,1,1,3,0,13,3,0,0,0,0
S00118859,4,11,2,2,4,2,3,6,0,5,1,1,0,0,1
S00118860,7,2,8,9,3,5,4,0,1,3,1,3,0,0,1
S00118861,11,18,5,14,6,5,3,1,1,0,2,1,0,0,2
S00118862,9,6,3,7,9,2,0,1,1,1,3,0,0,0,0
S00118863,8,10,0,2,9,1,2,3,0,8,2,0,0,0,1
S00118864,4,14,6,7,9,5,2,2,0,11,6,0,0,0,1
S00118865,1,10,2,8,3,2,4,3,0,10,3,1,0,0,1
S00118866,10,8,8,8,4,1,0,0,1,1,2,0,0,0,2
S00118867,3,14,4,9,2,1,1,5,0,7,4,0,0,0,0
S00118868,3,5,2,1,12,1,2,6,0,14,1,3,0,1,2
S00118869,16,11,6,7,3,2,4,2,0,0,3,0,0,0,0
S00118870,6,19,1,5,9,2,2,7,0,10,7,3,0,0,1
S00118871,2,3,4,8,6,4,1,1,0,1,1,0,0,0,0
S00118872,12,3,20,20,7,1,2,1,0,2,0,0,0,0,3
S00118873,2,5,7,9,8,2,1,1,0,4,0,1,0,0,0
S00118874,6,12,2,5,11,3,2,3,0,4,5,1,0,0,1
S00118875,0,7,0,5,12,1,3,4,1,11,2,1,0,0,1
S00118876,27,8,5,3,2,1,1,0,0,2,0,0,0,1,3
S00118877,3,12,1,4,2,0,3,2,0,4,1,0,0,0,0
S00118878,4,5,1,5,11,2,1,1,0,1,1,0,0,0,1
S00118879,14,4,8,10,5,1,0,1,1,2,1,0,0,0,0
S00118880,8,8,9,6,9,3,2,4,0,6,4,1,0,0,1
S00118881,7,10,0,6,8,1,2,1,1,8,1,1,0,0,1
S00118882,8,13,5,13,8,7,2,7,1,5,1,1,0,0,2
S00118883,6,28,0,2,5,0,3,5,2,4,3,0,0,0,0
S00118884,2,12,1,1,6,2,3,6,1,9,6,0,0,0,3
S00118885,4,5,8,8,9,4,0,2,1,2,0,0,0,0,0
S00118886,9,3,10,8,13,0,1,2,0,2,1,3,0,0,1
S00118887,9,6,5,5,3,3,3,3,0,2,2,0,0,0,3
S00118888,9,2,11,14,9,5,0,1,1,1,0,0,0,0,0
S00118889,8,8,3,2,2,3,3,1,1,0,0,0,0,0,0
S00118890,14,10,6,2,3,0,2,3,1,2,3,1,0,0,1
S00118891,10,12,1,8,5,5,2,3,0,2,0,1,0,1,2
S00118892,4,10,2,3,1,1,1,1,0,1,1,3,0,0,0
S00118893,10,8,2,2,1,3,0,1,0,2,0,0,0,0,2
S00118894,9,15,4,4,3,2,5,3,0,0,3,0,0,0,3
S00118895,12,5,8,12,9,1,0,2,0,1,0,0,0,0,4
S00118896,4,12,3,6,8,1,5,1,0,4,3,0,0,1,1
S00118897,5,13,1,4,7,1,4,1,0,6,0,0,0,1,4
S00118898,6,2,4,5,7,3,0,0,0,3,0,1,0,0,1
S00118899,8,16,1,3,4,5,2,3,0,9,1,0,0,0,1
S00118900,18,17,13,12,7,2,3,1,0,0,1,0,0,0,2
S00118901,22,10,14,1,0,0,1,0,0,1,0,0,2,0,1
S00118902,8,8,5,11,7,7,3,3,1,4,1,1,0,0,2
S00118903,13,11,6,5,5,3,3,4,0,5,4,0,0,1,1
S00118904,8,10,4,7,8,2,1,2,0,1,1,2,0,0,3
S00118905,6,13,3,7,10,2,2,6,0,6,1,1,0,0,2
S00118906,13,12,9,6,8,2,3,4,0,2,1,1,0,0,3
S00118907,15,14,1,10,5,1,2,3,0,7,4,0,0,0,1
S00118908,15,19,5,10,8,0,2,2,0,1,1,0,0,0,4
S00118909,9,10,1,5,3,1,2,2,0,1,2,0,0,2,0
S00118910,6,4,9,7,12,3,1,2,1,2,0,1,0,0,1
S00118911,12,3,7,7,4,6,2,0,1,4,5,1,0,0,1
S00118912,20,10,7,5,5,2,3,5,0,3,2,1,0,0,0
S00118913,11,11,5,4,7,4,4,1,2,5,0,1,0,0,4
S00118914,9,9,4,4,1,1,4,3,0,1,1,0,0,0,0
S00118915,5,18,5,17,15,3,5,5,0,3,3,0,0,0,0
S00118916,10,4,7,5,15,3,2,0,0,3,2,0,0,0,0
S00118917,11,4,4,6,4,3,4,1,0,8,1,1,0,0,2
S00118918,9,11,3,8,6,1,3,0,0,4,0,0,0,0,0
S00118919,11,10,10,1,3,0,1,1,1,1,1,1,0,0,0
S00118920,19,3,7,8,10,2,0,4,0,6,1,0,0,0,2
S00118921,14,15,4,8,1,0,1,2,0,6,2,1,0,0,0
S00118922,13,7,0,4,6,3,2,3,1,5,3,0,0,0,0
S00118923,3,7,3,5,10,2,5,4,1,7,5,1,0,0,2
S00118924,7,15,3,2,9,1,1,2,0,0,0,0,0,0,0
S00118925,5,12,4,5,5,1,1,3,0,3,3,1,0,1,0
S00118926,15,24,2,3,4,2,1,2,1,1,0,0,0,0,0
S00118927,8,13,3,9,7,2,2,3,0,2,1,1,0,0,2
S00118928,8,16,3,8,3,0,3,4,0,2,2,1,0,0,0
S00118929,7,6,5,7,8,5,1,2,1,3,3,0,5,1,5
S00118930,7,8,4,6,7,1,4,3,0,5,2,1,0,0,1
S00118931,6,14,7,10,14,6,3,2,2,6,0,2,0,0,1
S00118932,7,10,2,10,13,3,1,2,0,6,2,0,0,0,1
S00118933,2,4,1,1,10,0,0,2,0,0,2,1,0,0,2
S00118934,12,14,6,6,4,1,4,5,0,7,5,1,1,0,3
S00118935,13,13,4,12,5,4,5,1,0,5,0,1,0,1,2
S00118936,9,7,2,4,9,2,3,2,1,8,3,0,0,0,0
S00118937,13,15,4,6,2,1,2,1,0,6,5,0,0,0,0
S00118938,10,10,3,7,2,1,4,7,0,6,3,0,0,0,0
S00118939,6,13,1,7,8,2,3,2,0,9,1,1,0,0,0
S00118940,11,13,4,14,8,4,4,3,0,4,3,0,0,0,2
S00118941,11,9,13,22,5,4,3,2,0,2,4,0,0,0,0
S00118942,4,4,6,17,19,8,2,3,0,3,3,0,0,0,0
S00118943,4,16,3,1,6,0,5,0,0,4,0,0,0,0,1
S00118944,4,4,7,14,16,5,3,1,0,1,2,0,0,1,0
S00118945,10,5,5,13,3,2,3,0,0,2,2,0,0,0,2
S00118946,7,3,2,13,8,2,1,0,0,2,2,0,0,2,0
S00118947,3,6,1,5,5,1,4,1,1,0,0,0,0,0,1
S00118948,17,14,6,5,3,4,7,2,1,1,2,0,0,0,1
S00118949,5,26,2,2,4,3,3,0,1,5,1,0,0,0,2
S00118950,2,12,1,5,2,0,1,4,0,7,1,1,0,0,0
S00118951,7,9,1,3,7,2,2,2,1,3,1,2,0,0,0
S00118952,24,21,10,3,1,3,3,4,0,0,2,2,0,0,0
S00118953,13,15,6,8,7,3,0,2,0,5,2,0,0,0,0
S00118954,8,10,3,9,11,5,5,2,1,0,6,1,0,0,0
S00118955,12,9,3,11,13,2,4,3,1,2,2,3,1,0,0
S00118956,11,13,8,8,7,6,6,1,0,1,1,1,0,0,1
S00118957,6,23,2,9,10,2,3,3,1,10,4,0,0,0,0
S00118958,1,18,2,8,2,2,1,2,1,7,6,3,0,0,0
S00118959,10,31,4,4,7,1,0,0,0,2,0,0,0,0,0
S00118960,7,21,0,4,3,5,2,7,1,2,7,0,0,1,1
S00118961,5,23,0,1,1,0,2,7,0,15,0,2,0,0,1
S00118962,14,12,2,6,2,2,1,2,0,3,2,0,0,0,1
S00118963,5,22,1,5,5,2,3,4,0,7,1,1,0,0,0
S00118964,6,23,2,6,6,1,1,3,0,3,4,0,0,0,4
S00118965,7,11,5,3,2,5,5,5,1,4,2,1,0,0,2
S00118966,11,4,13,9,8,2,5,1,0,4,3,3,0,0,0
S00118967,9,9,10,8,5,3,1,0,0,2,1,3,1,0,0
S00118968,4,8,4,6,4,4,2,1,0,1,3,1,0,0,0
S00118969,10,13,5,8,4,0,2,2,0,2,2,0,0,0,3
S00118970,2,12,0,2,7,2,4,1,0,1,0,2,0,0,2
S00118971,4,6,0,4,3,0,4,3,1,0,2,0,0,0,0
S00118972,13,15,6,8,4,4,1,1,0,0,3,0,0,1,0
S00118973,4,16,3,9,4,2,5,5,0,4,2,3,0,0,3
S00118974,8,2,10,16,5,6,0,0,0,2,1,0,0,0,1
S00118975,1,8,7,9,10,5,4,2,0,3,1,0,0,1,1
S00118976,3,19,3,7,7,2,2,4,0,5,1,1,0,0,3
S00118977,6,6,7,5,6,8,2,1,1,5,2,0,0,1,0
S00118978,6,2,3,6,6,1,1,3,0,8,3,1,0,0,0
S00118979,15,14,1,2,7,2,0,1,0,2,3,1,0,0,0
S00118980,3,9,5,5,10,3,0,3,0,4,0,0,0,1,1
S00118981,5,7,3,7,5,4,3,3,0,7,4,1,0,0,0
S00118982,6,8,10,12,7,2,2,8,0,4,1,0,0,0,4
S00118983,6,6,6,5,7,5,2,2,0,6,1,3,1,0,1
S00118984,10,4,3,8,10,2,0,1,0,1,0,0,0,0,0
S00118985,4,7,5,13,18,3,4,1,0,2,0,0,0,1,1
S00118986,2,10,6,10,9,0,0,4,0,5,2,0,0,0,0
S00118987,6,6,6,5,7,3,1,0,1,2,1,2,0,0,1
S00118988,6,7,5,6,9,1,1,1,0,4,2,0,0,0,1
S00118989,5,7,2,8,8,2,2,5,0,7,0,0,0,0,3
S00118990,8,11,14,13,11,3,1,1,0,2,3,1,0,0,0
S00118991,10,18,10,11,8,1,2,2,1,2,2,0,0,0,0
S00118992,8,22,2,7,4,4,4,1,0,2,1,1,0,0,1
S00118993,11,15,5,5,5,2,3,2,0,1,1,1,2,0,2
S00118994,3,6,1,6,7,1,2,1,0,0,0,0,0,0,1
S00118995,10,14,6,9,6,3,2,2,0,3,0,0,0,0,1
S00118996,7,10,6,7,3,0,3,1,0,1,1,0,0,1,1
S00118997,14,8,4,3,7,2,2,2,0,2,1,0,0,0,0
S00118998,6,17,4,3,8,3,2,3,0,11,2,3,1,0,3
S00118999,5,15,1,2,3,1,3,2,1,6,3,0,0,0,3
S00119000,4,4,6,6,8,5,0,0,0,11,3,0,0,0,1
S00119001,10,27,6,6,8,3,6,1,0,4,3,1,0,0,1
S00119002,10,5,9,4,4,0,2,4,0,2,0,0,0,0,0
S00119003,0,5,2,12,11,2,5,2,0,0,0,0,0,0,1
S00119004,3,10,3,11,7,2,5,6,0,2,2,0,0,0,0
S00119005,1,12,0,5,5,2,5,7,1,23,5,2,0,0,3
S00119006,14,9,4,3,3,3,3,3,0,5,3,0,0,0,0
S00119007,7,2,10,6,4,3,3,5,1,1,1,1,0,0,2
S00119008,6,5,4,8,5,6,4,3,0,2,3,0,0,1,0
S00119009,6,10,5,2,5,1,4,3,0,2,0,1,0,0,2
S00119010,2,18,0,1,2,1,5,2,0,2,5,0,1,0,1
S00119011,5,12,0,9,4,2,2,0,1,4,1,1,0,0,0
S00119012,6,5,12,5,8,2,3,3,1,0,0,0,0,0,3
S00119013,6,5,5,5,6,3,3,2,0,5,2,0,0,0,0
S00119014,6,8,3,5,5,3,2,5,0,5,1,0,0,0,0
S00119015,7,14,3,2,3,1,6,2,1,3,3,0,0,0,0
S00119016,4,12,11,3,5,3,2,1,0,2,1,0,0,0,0
S00119017,7,28,4,3,3,3,5,2,1,6,3,0,0,0,2
S00119018,6,7,0,9,5,6,4,0,0,1,2,0,0,0,1
S00119019,8,10,3,6,8,1,4,2,1,1,3,2,0,0,0
S00119020,5,10,8,7,4,1,0,3,0,2,6,0,0,0,1
S00119021,9,8,6,5,2,1,0,0,0,4,0,0,0,0,1
S00119022,1,4,2,7,2,1,0,4,0,2,2,0,0,0,0
S00119023,8,5,6,8,8,5,4,1,0,5,1,0,0,0,2
S00119024,13,10,6,2,8,3,3,2,0,3,2,0,0,1,2
S00119025,9,16,2,4,2,1,2,2,1,2,2,0,0,0,0
S00119026,15,7,4,3,2,3,0,1,0,0,0,2,0,0,1
S00119027,19,12,7,7,2,1,0,0,0,0,1,0,0,1,1
S00119028,12,15,9,4,2,2,1,1,0,0,1,1,0,1,1
S00119029,14,9,7,3,2,1,2,1,1,2,0,0,0,0,0
S00119030,7,12,2,4,2,0,7,0,0,2,5,0,0,0,3
S00119031,13,23,2,6,0,1,4,2,0,7,3,0,0,0,2
S00119032,14,16,4,7,3,0,3,2,0,1,5,0,0,0,3
S00119033,10,24,3,8,11,4,3,2,1,3,4,0,0,1,1
S00119034,5,7,2,2,8,2,2,2,0,2,1,0,0,0,1
S00119035,3,27,5,6,8,2,1,2,0,8,0,1,0,0,0
S00119036,5,7,3,11,10,5,3,3,1,8,3,1,0,0,2
S00119037,3,12,1,10,8,4,2,0,0,0,0,0,0,0,5
S00119038,2,1,11,5,8,2,1,0,0,0,1,0,0,0,0
S00119039,5,9,3,2,3,3,1,2,1,9,0,0,0,0,4
S00119040,9,3,6,9,5,0,1,0,0,0,0,1,0,0,2
S00119041,35,8,2,1,0,0,0,0,0,0,0,0,0,0,1
S00119042,11,12,1,3,4,2,1,2,0,4,1,0,0,0,5
S00119043,8,2,3,7,5,6,1,1,0,1,1,1,0,0,0
S00119044,5,12,2,6,7,5,8,1,0,2,0,2,0,0,1
S00119045,3,4,2,4,4,1,2,1,0,1,0,1,0,0,0
S00119046,4,5,1,1,3,1,0,5,1,15,0,3,0,0,3
S00119047,0,3,0,0,2,0,0,3,0,10,4,0,0,0,1
S00119048,2,8,2,2,1,6,1,3,0,11,3,2,0,1,2
S00119049,5,12,1,3,3,0,0,4,0,1,1,1,0,0,1
S00119050,5,9,1,13,4,2,3,1,0,1,5,1,0,0,0
S00119051,5,26,3,15,12,3,9,4,0,0,0,1,0,1,0
S00119052,1,6,1,6,6,0,1,3,0,2,1,0,0,0,0
S00119053,6,7,5,15,27,6,2,1,0,2,0,0,0,0,0
S00119054,2,6,2,11,8,2,2,2,0,5,3,0,0,0,1
S00119055,13,8,2,0,5,1,1,0,0,1,1,0,0,0,3
S00119056,14,6,7,2,0,1,0,0,0,1,3,0,0,0,0
S00119057,4,4,3,4,14,3,1,0,0,1,2,1,0,0,1
S00119058,0,5,5,8,7,7,4,2,0,4,1,1,0,1,2
S00119059,7,27,2,5,7,3,8,1,0,3,2,0,0,0,4
S00119060,5,4,4,13,7,1,4,0,0,0,0,0,0,0,3
S00119061,3,12,0,7,10,1,1,2,0,13,1,1,0,0,0
S00119062,3,11,3,18,12,2,7,8,0,9,1,1,0,0,0
S00119063,10,11,8,8,7,4,1,1,0,1,3,2,0,0,2
S00119064,7,15,3,8,8,5,7,3,0,1,2,0,0,0,2
S00119065,1,3,1,9,7,2,4,3,0,3,0,0,0,0,2
S00119066,1,3,4,10,20,3,6,2,0,2,0,1,0,0,0
S00119067,9,8,8,15,12,5,0,2,0,3,0,0,0,1,1
S00119068,4,8,6,15,14,6,3,2,0,13,2,1,0,0,2
S00119069,13,6,3,9,13,5,4,1,0,5,5,0,0,0,0
S00119070,4,3,3,9,15,2,3,0,1,3,0,0,0,1,1
S00119071,7,5,2,6,2,0,0,1,0,1,1,1,0,0,0
S00119072,6,6,8,8,3,0,1,0,1,1,0,0,0,0,0
S00119073,10,7,4,6,6,1,3,0,0,1,0,1,0,0,2
S00119074,5,3,6,8,8,0,1,3,0,0,1,1,0,1,0
S00119075,3,16,0,0,1,0,7,0,0,1,0,0,0,0,4
S00119076,8,9,2,9,3,4,7,1,1,5,0,1,0,0,3
S00119077,2,4,3,3,8,0,3,4,0,10,0,0,0,0,0
S00119078,7,11,6,13,14,6,3,0,0,3,0,2,0,0,0
S00119079,0,15,0,2,16,1,9,5,1,14,1,2,0,0,1
S00119080,1,16,0,5,18,1,8,4,0,9,1,2,0,0,4
S00119081,0,8,0,7,9,0,3,3,0,2,0,1,0,0,1
S00119082,0,20,0,2,2,2,6,2,0,17,2,0,0,0,2
S00119083,2,14,1,10,16,2,13,7,0,11,0,0,0,0,4
S00119084,2,6,1,9,31,2,4,5,0,1,0,0,0,0,2
S00119085,1,27,0,4,1,1,7,3,0,2,0,2,0,0,7
S00119086,2,13,1,15,25,2,4,9,0,2,0,1,0,0,1
S00119087,0,6,0,9,26,6,2,6,1,9,0,4,0,0,1
S00119088,2,1,1,8,11,1,0,1,1,1,0,0,0,0,0
S00119089,1,21,2,6,7,1,7,9,0,11,3,0,0,0,1
S00119090,1,10,3,4,1,1,12,3,0,4,1,0,0,0,3
S00119091,0,4,1,12,15,4,3,4,0,1,1,0,0,0,0
S00119092,0,4,2,12,12,2,1,2,0,2,1,2,0,0,1
S00119093,8,3,13,6,6,4,0,1,0,1,1,0,0,0,1
S00119094,1,8,3,9,5,3,0,2,0,0,3,0,0,0,0
S00119095,5,3,3,7,7,2,2,0,1,1,3,0,0,0,0
S00119096,4,5,2,4,7,3,4,5,0,6,3,0,0,0,6
S00119097,0,2,3,0,3,0,3,0,1,7,1,0,0,0,2
S00119098,5,3,3,6,2,3,2,2,0,1,1,0,0,0,1
S00119099,2,7,4,6,12,5,3,1,3,4,3,1,0,0,4
S00119100,15,4,8,13,10,8,4,5,1,1,1,0,0,0,3
S00119101,4,3,2,5,8,2,1,0,0,3,2,1,0,1,1
S00119102,2,3,2,2,6,4,2,6,0,5,5,0,0,0,1
S00119103,3,6,6,11,12,6,1,3,1,5,3,2,0,0,2
S00119104,4,14,1,5,2,2,3,3,0,10,3,0,0,0,3
S00119105,2,4,0,2,4,3,1,3,1,4,2,0,0,0,3
S00119106,5,11,4,3,5,2,7,3,0,6,1,1,0,0,2
S00119107,12,11,4,4,5,1,0,0,0,0,1,0,0,0,0
S00119108,13,4,5,12,3,2,2,1,0,3,2,1,0,1,1
S00119109,2,1,1,0,16,4,0,5,1,1,1,0,0,0,0
S00119110,1,2,0,5,22,3,0,0,1,1,0,1,0,0,2
S00119111,4,7,3,8,18,4,4,4,1,1,2,0,0,0,2
S00119112,12,12,3,11,8,2,5,2,0,3,0,0,0,0,1
S00119113,8,9,4,3,4,1,1,4,0,3,3,0,0,0,0
S00119114,6,7,4,8,3,1,1,3,1,1,1,0,0,0,2
S00119115,8,9,5,12,4,3,5,5,0,1,1,0,0,0,2
S00119116,4,9,0,3,5,0,2,1,1,0,0,0,0,0,3
S00119117,10,15,11,18,4,8,3,2,0,3,2,0,0,1,0
S00119118,1,4,2,6,4,3,0,4,0,0,1,0,0,0,0
S00119119,16,7,5,13,10,3,0,3,0,0,1,0,0,1,1
S00119120,7,7,6,4,5,0,5,3,0,3,6,0,0,0,4
S00119121,12,9,3,4,5,3,1,1,0,5,0,0,0,0,1
S00119122,13,19,2,3,11,4,6,3,0,8,3,0,0,0,1
S00119123,3,9,1,11,7,3,2,3,2,6,2,1,0,0,1
S00119124,2,12,2,6,11,5,2,6,0,8,5,1,0,0,1
S00119125,9,6,7,9,13,4,1,1,0,5,0,0,0,0,1
S00119126,9,6,11,5,5,3,2,4,0,6,3,1,0,0,1
S00119127,12,7,8,12,3,4,0,1,1,0,5,0,0,0,1
S00119128,5,3,1,4,4,3,1,3,2,2,0,0,0,0,0
S00119129,18,6,13,13,2,0,1,0,1,1,2,1,0,1,0
S00119130,14,15,16,10,3,1,5,3,0,4,1,0,0,0,3
S00119131,9,8,8,8,6,5,1,0,0,1,3,3,0,0,1
S00119132,14,11,7,8,9,3,1,3,0,5,2,0,0,0,0
S00119133,7,7,1,4,5,2,3,3,0,3,3,1,0,0,0
S00119134,8,9,7,4,3,2,1,1,0,4,2,0,0,0,3
S00119135,6,13,3,6,1,3,0,1,0,3,0,0,0,1,1
S00119136,9,10,2,6,3,0,4,0,0,5,1,0,0,0,3
S00119137,6,9,3,9,6,7,3,0,0,3,1,1,0,0,0
S00119138,7,4,10,3,2,4,2,3,0,4,1,0,0,0,1
S00119139,4,5,5,4,3,1,2,2,0,5,0,0,0,0,0
S00119140,2,5,1,2,5,1,0,3,1,3,1,0,0,0,0
S00119141,21,13,5,0,2,1,4,0,0,1,1,0,0,0,1
S00119142,6,13,3,8,1,3,2,5,1,7,0,1,0,0,3
S00119143,5,12,8,13,10,5,1,0,1,2,1,2,0,1,0
S00119144,8,11,3,4,14,4,9,1,0,2,1,0,0,0,1
S00119145,1,5,1,6,6,2,1,4,0,2,1,0,4,0,2
S00119146,8,18,5,8,2,0,1,0,0,3,0,0,0,0,2
S00119147,2,4,11,12,10,2,1,1,0,1,1,0,0,0,2
S00119148,0,6,1,1,4,2,1,4,0,3,0,1,0,0,0
S00119149,6,8,9,9,10,6,1,0,2,1,1,0,0,1,1
S00119150,6,4,2,11,15,5,0,0,0,0,3,1,0,0,1
S00119151,2,7,2,5,5,1,1,0,0,0,2,0,0,0,2
S00119152,4,8,3,4,8,7,0,2,0,2,4,1,0,0,2
S00119153,14,13,4,6,8,0,4,1,1,3,0,0,0,0,0
S00119154,6,8,11,13,9,3,1,2,0,0,1,0,0,0,2
S00119155,7,5,12,4,9,3,1,2,0,0,0,1,0,0,1
S00119156,6,7,8,13,15,4,4,3,1,1,3,4,0,2,5
S00119157,7,6,8,16,4,3,3,1,0,0,1,2,0,1,2
S00119158,6,9,6,13,3,3,8,2,0,1,4,0,0,0,1
S00119159,3,18,2,8,11,2,10,4,0,4,3,0,0,0,2
S00119160,5,2,4,6,3,4,4,4,1,1,0,1,0,0,1
S00119161,0,4,3,9,11,3,2,0,0,0,0,1,0,1,1
S00119162,2,2,3,7,9,4,4,2,0,1,0,2,0,0,0
S00119163,3,0,1,8,7,4,0,0,2,0,1,2,0,1,0
S00119164,2,3,2,5,3,1,1,4,1,0,2,0,0,0,1
S00119165,3,5,6,10,9,5,1,2,0,3,2,1,0,0,2
S00119166,3,12,2,12,6,2,5,2,2,3,0,2,0,0,1
S00119167,3,26,1,5,7,0,4,2,0,10,1,1,0,0,1
S00119168,3,20,3,13,12,3,4,4,2,3,2,1,0,0,4
S00119169,5,6,5,11,5,4,1,3,0,4,3,1,0,0,0
S00119170,6,1,9,6,9,1,0,1,0,1,1,0,0,0,0
S00119171,10,5,9,6,2,4,2,0,1,2,2,0,0,1,1
S00119172,6,4,6,7,7,2,0,0,0,1,1,0,0,1,0
S00119173,8,8,3,14,5,4,8,2,0,3,2,2,0,0,1
S00119174,6,12,4,13,8,2,0,1,0,1,1,0,0,1,0
S00119175,7,11,3,7,3,4,0,1,0,0,1,1,0,0,1
S00119176,6,6,4,4,3,1,0,3,0,0,1,1,0,0,0
S00119177,11,10,9,8,4,1,1,1,0,6,1,0,0,0,0
S00119178,2,6,2,5,3,0,1,2,1,1,1,1,0,1,0
S00119179,16,8,10,8,12,4,3,4,0,1,2,5,0,0,2
S00119180,6,7,4,11,12,4,1,1,1,0,1,2,0,0,2
S00119181,9,9,5,4,6,7,2,1,1,1,1,1,0,0,1
S00119182,3,5,3,10,2,4,4,2,0,0,0,0,0,2,0
S00119183,5,13,1,17,10,2,2,0,0,3,0,1,0,0,3
S00119184,4,22,1,2,8,2,3,7,0,7,1,0,0,0,1
S00119185,4,14,6,21,9,0,2,2,0,0,2,1,0,0,4
S00119186,8,12,12,10,5,1,0,1,0,2,2,1,0,0,1
S00119187,8,4,3,8,2,0,1,0,0,1,1,1,0,1,0
S00119188,6,5,1,4,0,2,4,1,0,2,4,0,0,0,0
S00119189,10,8,8,9,9,3,2,3,2,2,2,1,0,0,2
S00119190,8,3,6,9,5,4,1,1,0,2,0,0,0,0,1
S00119191,3,6,5,16,4,3,5,0,0,3,1,0,0,0,2
S00119192,2,3,4,9,4,5,0,1,0,2,0,2,0,0,0
S00119193,9,6,5,8,3,0,0,0,1,1,0,1,0,0,2
S00119194,15,3,11,12,5,3,2,0,0,0,1,2,0,0,3
S00119195,3,4,6,8,8,5,3,0,1,0,1,0,0,0,1
S00119196,11,10,2,8,1,2,2,1,1,2,1,3,0,0,1
S00119197,14,8,4,4,5,2,1,1,0,0,2,1,0,1,2
S00119198,6,17,3,3,3,0,5,2,0,3,1,1,0,0,0
S00119199,14,9,2,6,3,1,4,4,0,8,2,1,0,0,2
S00119200,7,11,2,8,3,1,1,0,0,2,3,0,0,0,1
S00119201,4,3,5,5,6,1,1,2,0,5,0,0,0,0,0
S00119202,5,5,0,6,1,4,3,0,0,6,0,0,0,0,3
S00119203,2,5,1,9,3,3,1,0,0,2,0,1,0,0,0
S00119204,15,4,8,3,9,2,3,3,0,3,8,1,0,0,2
S00119205,5,8,1,2,9,0,3,3,1,4,1,0,0,0,1
S00119206,8,9,4,3,8,0,5,3,0,2,0,0,0,0,0
S00119207,8,2,7,5,7,6,2,4,1,2,4,1,0,0,3
S00119208,5,7,5,11,8,2,2,3,0,0,3,0,0,0,2
S00119209,8,3,4,8,5,8,5,0,0,2,4,0,0,0,1
S00119210,6,7,1,5,1,1,3,1,0,6,3,1,0,0,1
S00119211,1,2,2,9,4,0,0,0,2,0,1,0,0,0,0
S00119212,6,8,0,8,2,2,3,0,0,1,2,0,0,0,1
S00119213,11,17,5,14,7,2,6,5,0,1,0,0,0,0,3
S00119214,3,5,5,2,5,2,1,0,1,1,3,0,0,0,1
S00119215,3,13,3,9,9,4,5,5,0,9,4,1,0,0,3
S00119216,4,4,1,6,4,2,1,0,0,5,1,0,0,0,1
S00119217,3,19,3,4,8,5,8,8,0,2,3,2,0,0,2
S00119218,4,5,5,12,7,0,9,3,0,0,1,2,0,0,4
S00119219,11,10,5,23,3,4,1,0,0,2,3,0,0,0,0
S00119220,7,1,2,10,6,2,0,2,0,0,1,0,0,0,1
S00119221,3,2,7,6,4,2,3,1,0,9,0,1,0,0,1
S00119222,5,13,3,8,10,2,0,3,0,1,1,0,0,0,1
S00119223,2,5,2,6,2,0,5,2,0,3,1,0,0,0,0
S00119224,22,12,5,9,5,0,2,0,0,7,1,2,0,0,1
S00119225,13,1,8,5,2,5,1,2,0,3,2,0,0,0,2
S00119226,4,0,5,11,1,5,0,0,0,0,2,0,0,0,0
S00119227,4,28,1,1,3,0,6,3,0,1,2,0,0,0,4
S00119228,5,7,1,7,1,3,0,3,0,1,1,0,0,0,1
S00119229,0,6,4,10,10,2,1,1,0,1,1,1,0,0,0
S00119230,2,1,6,5,10,1,1,0,0,0,1,0,0,0,1
S00119231,5,6,6,9,16,4,4,4,0,1,1,1,0,0,1
S00119232,5,1,7,6,11,0,0,0,0,0,0,1,0,0,0
S00119233,6,6,10,6,14,8,4,1,1,2,0,1,0,0,1
S00119234,7,5,4,4,0,1,3,0,0,0,2,0,0,0,2
S00119235,5,9,2,9,8,2,3,2,0,10,2,0,0,1,1
S00119236,11,11,2,2,5,2,3,0,0,0,1,0,0,0,0
S00119237,1,8,2,4,8,7,2,5,1,8,1,1,0,0,0
S00119238,1,6,1,6,5,6,1,1,0,5,0,1,0,0,1
